City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Thinadhoo,MV,2021-10-28 19:21:37,0.5333,72.9333,82.63,75,100,14.25
296,Ilulissat,GL,2021-10-28 19:21:37,69.2167,-51.1,24.82,68,75,6.91
297,San Cristobal,VE,2021-10-28 19:21:37,7.7669,-72.225,80.78,65,34,5.97
298,Ketchikan,US,2021-10-28 19:21:38,55.3422,-131.6461,43.27,81,75,5.75
299,Sao Joao Da Barra,BR,2021-10-28 19:21:38,-21.6403,-41.0511,80.69,80,61,12.95
300,La Spezia,IT,2021-10-28 19:21:39,44.1105,9.8434,60.8,83,0,7.76
301,Dukat,RU,2021-10-28 19:21:39,62.55,155.55,12.56,85,100,7.02
302,Wajir,KE,2021-10-28 19:21:39,1.7471,40.0573,88.59,31,0,6.69
303,Hasaki,JP,2021-10-28 19:21:40,35.7333,140.8333,52.2,55,72,28.14
304,Stokmarknes,NO,2021-10-28 19:18:31,68.5646,14.9108,48.49,81,75,5.75
305,Alofi,NU,2021-10-28 19:21:41,-19.0595,-169.9187,76.89,73,75,8.05
306,Gizo,SB,2021-10-28 19:21:41,-8.103,156.8419,82.63,73,45,7.87
307,Newport,GB,2021-10-28 19:21:42,51.5877,-2.9984,59.0,92,100,23.38
308,Ferrol,ES,2021-10-28 19:21:33,43.4832,-8.2369,63.36,88,100,20.54
309,Lagos,NG,2021-10-28 19:20:41,6.5833,3.75,80.92,87,13,3.15
310,Vardo,NO,2021-10-28 19:21:42,70.3705,31.1107,31.98,93,90,34.52
311,Kajaani,FI,2021-10-28 19:21:43,64.2273,27.7285,41.05,100,90,8.05
312,Prieska,ZA,2021-10-28 19:21:43,-29.6641,22.7474,65.86,75,100,8.55
313,Bosobolo,CD,2021-10-28 19:21:44,4.1833,19.9,73.87,91,100,2.77
314,Nsanje,MW,2021-10-28 19:21:44,-16.92,35.262,73.81,63,6,8.68
315,Bluffton,US,2021-10-28 19:22:44,32.2371,-80.8604,71.94,95,90,8.05
316,Marystown,CA,2021-10-28 19:22:45,47.1666,-55.1483,43.86,100,100,10.0
317,Ribeira Grande,PT,2021-10-28 19:22:45,38.5167,-28.7,68.4,88,40,11.5
318,Biltine,TD,2021-10-28 19:22:46,14.5333,20.9167,87.08,16,5,8.37
319,Akcakoca,TR,2021-10-28 19:22:46,41.0866,31.1162,53.73,78,78,7.72
320,Sao Geraldo Do Araguaia,BR,2021-10-28 19:18:28,-6.4006,-48.555,84.06,60,100,1.23
321,Pangnirtung,CA,2021-10-28 19:22:47,66.1451,-65.7125,32.0,100,90,4.61
322,Palauig,PH,2021-10-28 19:22:47,15.435,119.9045,79.21,74,13,5.44
323,Bolshoy Kamen,RU,2021-10-28 19:22:47,43.1225,132.3583,26.49,70,0,6.87
324,Solnechnyy,RU,2021-10-28 19:22:48,50.7214,136.6319,32.05,85,2,3.27
325,Douglas,US,2021-10-28 19:22:48,41.3,-96.167,53.89,80,90,3.0
326,Verkhnyaya Inta,RU,2021-10-28 19:22:49,65.9811,60.3094,10.74,88,62,10.65
327,Atar,MR,2021-10-28 19:22:49,20.5169,-13.0499,81.01,42,100,2.71
328,Bakel,SN,2021-10-28 19:22:50,14.905,-12.4568,92.93,23,76,6.17
329,Samarai,PG,2021-10-28 19:22:50,-10.6167,150.6667,82.0,81,34,10.74
330,Bilma,NE,2021-10-28 19:22:50,18.6853,12.9164,85.96,14,78,5.88
331,Kuldur,RU,2021-10-28 19:22:51,49.2167,131.6333,32.94,83,3,3.15
332,Praia,CV,2021-10-28 19:22:51,14.9215,-23.5087,75.74,94,75,9.22
333,Tiksi,RU,2021-10-28 19:22:51,71.6872,128.8694,11.44,96,100,4.72
334,Palmer,US,2021-10-28 19:22:52,42.1584,-72.3287,58.26,58,40,8.05
335,Eyl,SO,2021-10-28 19:22:52,7.9803,49.8164,77.49,67,33,11.1
336,Guerrero Negro,MX,2021-10-28 19:22:53,27.9769,-114.0611,81.5,24,0,1.95
337,Iacu,BR,2021-10-28 19:22:53,-12.7672,-40.2117,86.85,45,84,13.53
338,Sainte-Marie,RE,2021-10-28 19:22:53,-20.8968,55.5496,75.36,95,75,9.22
339,Tuatapere,NZ,2021-10-28 19:21:47,-46.1333,167.6833,52.34,90,58,2.77
340,Barra Do Garcas,BR,2021-10-28 19:20:16,-15.89,-52.2567,97.38,36,20,5.75
341,Camana,PE,2021-10-28 19:22:54,-16.6228,-72.7111,68.97,74,52,8.16
342,Svetlogorsk,BY,2021-10-28 19:22:07,52.6333,29.7333,49.71,96,100,5.46
343,Coihueco,CL,2021-10-28 19:22:55,-36.6167,-71.8333,79.54,24,0,6.91
344,Hamilton,US,2021-10-28 19:18:47,39.1834,-84.5333,57.24,94,90,0.0
345,Luanda,AO,2021-10-28 19:20:53,-8.8368,13.2343,75.27,79,100,15.1
346,Suleja,NG,2021-10-28 19:22:56,9.1758,7.1808,77.99,82,87,2.89
347,Baykit,RU,2021-10-28 19:22:56,61.67,96.37,7.43,100,94,1.74
348,Jalu,LY,2021-10-28 19:22:57,29.0331,21.5482,76.28,38,16,4.27
349,Timra,SE,2021-10-28 19:22:57,62.487,17.3257,37.11,100,90,2.3
350,Yumen,CN,2021-10-28 19:22:57,40.2833,97.2,37.74,40,14,0.56
351,Cozumel,MX,2021-10-28 19:22:58,20.5083,-86.9458,90.0,74,40,5.01
352,Kiruna,SE,2021-10-28 19:22:58,67.8557,20.2251,17.4,95,100,5.06
353,Puerto Colombia,CO,2021-10-28 19:22:58,10.9878,-74.9547,87.89,68,100,6.82
354,Batagay,RU,2021-10-28 19:22:59,67.6333,134.6333,14.34,91,100,3.22
355,Praia Da Vitoria,PT,2021-10-28 19:22:59,38.7333,-27.0667,68.76,83,40,7.54
356,Paragominas,BR,2021-10-28 19:23:00,-2.9667,-47.4833,89.29,49,87,1.54
357,La Baule-Escoublac,FR,2021-10-28 19:23:00,47.2922,-2.364,61.88,93,20,13.8
358,Agbor,NG,2021-10-28 19:23:00,6.2518,6.1934,75.33,93,89,3.02
359,Krasnoselkup,RU,2021-10-28 19:23:01,65.7,82.4667,17.49,91,100,19.01
360,Vila,PT,2021-10-28 19:23:02,42.0304,-8.1588,51.33,93,100,8.77
361,Port Hardy,CA,2021-10-28 19:19:29,50.6996,-127.4199,48.38,93,75,4.61
362,Sioux Lookout,CA,2021-10-28 19:23:03,50.1001,-91.917,46.78,87,90,8.05
363,Punta Gorda,US,2021-10-28 19:24:03,26.9298,-82.0454,86.07,79,75,5.01
364,Kurumkan,RU,2021-10-28 19:24:04,54.3,110.3,27.66,78,54,6.13
365,Saurimo,AO,2021-10-28 19:24:04,-9.6608,20.3916,65.34,96,100,5.03
366,Beloha,MG,2021-10-28 19:24:05,-25.1667,45.05,64.53,59,17,10.85
367,Kangaatsiaq,GL,2021-10-28 19:24:05,68.3065,-53.4641,29.35,98,100,13.24
368,Airai,TL,2021-10-28 19:24:05,-8.9266,125.4092,61.99,88,100,1.3
369,Husavik,IS,2021-10-28 19:24:06,66.0449,-17.3389,39.11,97,100,17.27
370,Sharjah,AE,2021-10-28 19:24:06,25.3573,55.4033,82.38,63,0,4.61
371,Marathon,US,2021-10-28 19:22:41,44.9,-89.7668,53.13,86,90,1.01
372,Marsh Harbour,BS,2021-10-28 19:23:32,26.5412,-77.0636,83.82,70,73,14.14
373,West Bay,KY,2021-10-28 19:20:15,19.3667,-81.4167,89.67,75,40,5.99
374,Wad Rawah,SD,2021-10-28 19:24:07,15.1603,33.1397,91.74,28,76,9.75
375,Teahupoo,PF,2021-10-28 19:24:08,-17.8333,-149.2667,75.16,82,20,10.85
376,Austin,US,2021-10-28 19:23:30,30.2672,-97.7431,79.32,25,1,5.01
377,Hovd,MN,2021-10-28 19:24:08,48.0056,91.6419,35.91,52,78,3.94
378,Allende,MX,2021-10-28 19:22:56,25.2833,-100.0167,88.99,19,0,7.72
379,Boundiali,CI,2021-10-28 19:24:09,9.5217,-6.4869,79.99,67,100,4.5
380,Shimoda,JP,2021-10-28 19:23:57,34.6667,138.95,59.11,62,0,17.31
381,Concepcion Del Oro,MX,2021-10-28 19:24:09,24.6333,-101.4167,67.68,14,0,9.35
382,Gandajika,CD,2021-10-28 19:24:10,-6.75,23.95,69.04,91,98,2.08
383,Kangundo,KE,2021-10-28 19:24:10,-1.2979,37.3471,67.1,57,50,6.98
384,Lindsay,US,2021-10-28 19:21:03,36.203,-119.0882,84.78,60,1,0.0
385,Irtyshskiy,RU,2021-10-28 19:24:11,58.3333,68.1333,34.75,91,100,14.16
386,Mabaruma,GY,2021-10-28 19:24:11,8.2,-59.7833,83.41,73,90,6.96
387,Pestretsy,RU,2021-10-28 19:24:11,55.7531,49.6545,41.14,92,100,6.26
388,Luba,GQ,2021-10-28 19:24:12,3.4568,8.5547,76.89,87,28,5.26
389,Champerico,GT,2021-10-28 19:24:12,14.3,-91.9167,90.14,74,14,8.03
390,Toila,EE,2021-10-28 19:24:13,59.4236,27.5025,49.55,97,100,14.88
391,Isangel,VU,2021-10-28 19:24:13,-19.55,169.2667,75.99,86,41,10.47
392,Anadyr,RU,2021-10-28 19:24:13,64.75,177.4833,-3.5,84,0,8.95
393,Vila Velha,BR,2021-10-28 19:24:14,-20.3297,-40.2925,80.55,61,0,9.22
394,Acarau,BR,2021-10-28 19:24:14,-2.8856,-40.12,85.1,62,2,19.19
395,Racine,US,2021-10-28 19:23:29,42.7495,-88.0751,55.47,82,100,4.0
396,Klaksvik,FO,2021-10-28 19:24:15,62.2266,-6.589,49.12,89,23,21.0
397,Cristalina,BR,2021-10-28 19:24:15,-16.7686,-47.6136,79.03,42,100,5.73
398,Mbanza-Ngungu,CD,2021-10-28 19:24:16,-5.25,14.8667,73.09,79,11,2.59
399,Cagli,IT,2021-10-28 19:24:16,43.5457,12.6527,54.39,93,46,1.28
400,Quatre Cocos,MU,2021-10-28 19:24:17,-20.2078,57.7625,75.09,75,8,9.37
401,Viedma,AR,2021-10-28 19:24:17,-40.8135,-62.9967,99.86,12,16,14.81
402,Fagersta,SE,2021-10-28 19:24:18,60.0042,15.7932,55.85,84,100,13.73
403,Slave Lake,CA,2021-10-28 19:24:18,55.2834,-114.769,46.38,42,1,5.75
404,Kasongo-Lunda,CD,2021-10-28 19:24:18,-6.4667,16.8167,73.63,87,100,0.43
405,Mount Pleasant,US,2021-10-28 19:24:19,32.7941,-79.8626,69.1,91,20,1.01
406,Presidencia Roque Saenz Pena,AR,2021-10-28 19:24:19,-26.7852,-60.4388,99.9,16,0,6.22
407,Mkushi,ZM,2021-10-28 19:24:20,-13.6202,29.3939,73.74,45,49,11.05
408,Grand Forks,US,2021-10-28 19:24:20,47.9417,-97.4337,51.73,73,90,16.11
409,Luis Correia,BR,2021-10-28 19:24:20,-2.8792,-41.6669,91.4,66,20,16.11
410,Preobrazheniye,RU,2021-10-28 19:25:21,42.9019,133.9064,40.96,72,0,6.53
411,Saucillo,MX,2021-10-28 19:25:21,28.0167,-105.2833,73.35,11,0,2.89
412,Ambon,ID,2021-10-28 19:25:22,-3.6954,128.1814,80.96,79,100,2.33
413,Labuhan,ID,2021-10-28 19:25:22,-6.8844,112.2051,80.2,82,100,5.97
414,Nioro,GM,2021-10-28 19:25:22,13.35,-15.75,77.54,74,100,3.58
415,Hami,CN,2021-10-28 19:25:23,42.8,93.45,49.41,35,36,3.94
416,Nemuro,JP,2021-10-28 19:25:23,43.3236,145.575,48.34,78,60,15.5
417,Kununurra,AU,2021-10-28 19:25:24,-15.7667,128.7333,80.58,78,75,3.44
418,Hlobyne,UA,2021-10-28 19:25:24,49.3878,33.2596,50.0,84,87,6.26
419,Haimen,CN,2021-10-28 19:25:24,23.1935,116.6142,73.29,79,42,15.75
420,Codrington,AU,2021-10-28 19:25:25,-38.2667,141.9667,46.99,92,100,24.67
421,Santona,ES,2021-10-28 19:25:25,43.4439,-3.4576,71.53,45,100,8.28
422,Lazaro Cardenas,MX,2021-10-28 19:25:26,17.9583,-102.2,84.38,69,5,5.01
423,Port Macquarie,AU,2021-10-28 19:22:08,-31.4333,152.9167,66.88,85,65,5.26
424,Paamiut,GL,2021-10-28 19:25:26,61.994,-49.6678,33.4,70,100,18.95
425,Laguna,US,2021-10-28 19:25:27,38.421,-121.4238,78.22,83,20,1.01
426,Yenagoa,NG,2021-10-28 19:25:27,4.9247,6.2642,77.43,90,100,4.12
427,Pizarro,CO,2021-10-28 19:25:28,4.9533,-77.366,83.23,73,59,7.65
428,Naryan-Mar,RU,2021-10-28 19:25:28,67.6713,53.087,21.38,75,12,13.65
429,Dingle,PH,2021-10-28 19:24:10,10.9995,122.6711,74.97,92,83,7.02
430,Bismarck,US,2021-10-28 19:25:29,46.8083,-100.7837,58.21,43,1,16.11
431,Tambo,PE,2021-10-28 19:25:29,-14.8,-73.9167,52.07,43,84,9.26
432,Vanavara,RU,2021-10-28 19:25:29,60.34,102.2797,19.94,75,9,6.17
433,Provideniya,RU,2021-10-28 19:25:30,64.3833,-173.3,15.91,73,90,8.95
434,Aktau,KZ,2021-10-28 19:25:30,43.65,51.2,50.58,61,100,14.23
435,Valcourt,CA,2021-10-28 19:25:31,45.5001,-72.3158,52.61,48,0,9.4
436,Dejen,ET,2021-10-28 19:25:31,10.1667,38.1333,55.51,57,42,3.2
437,Gobabis,NA,2021-10-28 19:25:31,-22.45,18.9667,68.88,65,100,5.68
438,Osa,RU,2021-10-28 19:25:32,57.2829,55.4567,37.15,97,100,13.15
439,Idukki,IN,2021-10-28 19:25:32,9.85,76.9667,67.86,96,39,3.09
440,Owerri,NG,2021-10-28 19:25:33,5.4833,7.0304,76.3,90,100,3.29
441,Calinesti-Oas,RO,2021-10-28 19:25:33,47.9,23.3,46.6,61,82,3.87
442,Arkhara,RU,2021-10-28 19:25:33,49.4212,130.0842,33.82,80,2,5.7
443,Helena,US,2021-10-28 19:25:34,46.5927,-112.0361,53.42,50,40,1.99
444,Serebryanyy Bor,RU,2021-10-28 19:25:34,56.8,124.8,19.47,78,100,5.14
445,Salalah,OM,2021-10-28 19:25:35,17.0151,54.0924,80.69,74,75,3.44
446,Sitka,US,2021-10-28 19:21:20,57.0531,-135.33,39.09,87,40,8.05
447,Santa Ana,US,2021-10-28 19:25:35,33.7456,-117.8678,92.93,34,1,3.0
448,Grindavik,IS,2021-10-28 19:25:36,63.8424,-22.4338,44.55,87,40,16.11
449,Koutiala,ML,2021-10-28 19:25:36,12.3917,-5.4642,83.43,52,88,8.93
450,Moree,AU,2021-10-28 19:25:36,-29.4667,149.85,69.82,83,100,8.05
451,Lucapa,AO,2021-10-28 19:25:37,-8.4192,20.7447,64.54,93,100,1.79
452,Tadine,NC,2021-10-28 19:25:37,-21.55,167.8833,70.61,81,4,10.83
453,Magistralnyy,RU,2021-10-28 19:25:38,56.1725,107.4458,24.89,57,75,3.44
454,Tevaitoa,PF,2021-10-28 19:25:38,-16.7833,-151.5,78.35,82,98,7.74
455,Shizilu,CN,2021-10-28 19:25:38,35.1711,118.8289,51.89,58,100,1.41
456,Acatlan,MX,2021-10-28 19:25:39,20.15,-98.45,61.27,82,98,7.31
457,Cervo,ES,2021-10-28 19:25:39,43.6702,-7.4101,57.96,79,100,12.55
458,Bintulu,MY,2021-10-28 19:26:39,3.1667,113.0333,75.61,100,40,3.44
459,Bilibino,RU,2021-10-28 19:26:40,68.0546,166.4372,-21.15,98,12,3.49
460,Ixtapa,MX,2021-10-28 19:26:40,20.7,-105.2,85.23,61,1,8.05
461,Tateyama,JP,2021-10-28 19:26:41,34.9833,139.8667,59.05,47,40,12.66
462,Atocha,BO,2021-10-28 19:26:41,-20.9333,-66.2333,61.77,25,73,11.61
463,Miraflores,MX,2021-10-28 19:26:42,19.2167,-98.8083,75.96,55,75,2.19
464,Ust-Omchug,RU,2021-10-28 19:26:42,61.15,149.6333,8.71,97,100,4.54
465,Kawhia,NZ,2021-10-28 19:26:42,-38.0651,174.8183,61.14,94,40,4.12
466,Xining,CN,2021-10-28 19:26:43,36.6167,101.7667,37.45,76,28,1.16
467,Poladpur,IN,2021-10-28 19:26:43,17.9802,73.466,72.7,60,50,4.9
468,Moron,AR,2021-10-28 19:26:43,-34.6534,-58.6198,94.95,37,100,5.99
469,Turukhansk,RU,2021-10-28 19:26:44,65.8167,87.9833,13.12,88,100,13.04
470,Zhanakorgan,KZ,2021-10-28 19:26:44,43.9098,67.2495,46.67,63,100,7.23
471,Whitley Bay,GB,2021-10-28 19:26:45,55.0397,-1.4471,59.52,81,90,11.5
472,Cabo San Lucas,MX,2021-10-28 19:26:45,22.8909,-109.9124,88.61,54,1,5.75
473,Sorong,ID,2021-10-28 19:26:45,-0.8833,131.25,80.87,80,78,11.81
474,Abancay,PE,2021-10-28 19:26:46,-13.6339,-72.8814,69.04,51,91,8.1
475,Portland,US,2021-10-28 19:25:58,45.5234,-122.6762,69.08,85,90,1.01
476,Lyuban,BY,2021-10-28 19:26:47,52.7985,28.0048,52.83,92,100,4.7
477,Lufilufi,WS,2021-10-28 19:26:47,-13.8745,-171.5986,79.79,75,73,21.45
478,Tra Vinh,VN,2021-10-28 19:26:47,9.9347,106.3453,77.05,91,22,5.01
479,Lata,PT,2021-10-28 19:22:21,40.1629,-8.3327,64.92,67,100,5.17
480,Manyana,BW,2021-10-28 19:26:48,-23.4,21.7167,69.46,68,5,9.46
481,Fort-Shevchenko,KZ,2021-10-28 19:26:48,44.5086,50.263,53.35,77,100,17.54
482,Del Rio,US,2021-10-28 19:26:49,29.3627,-100.8968,84.31,13,1,13.8
483,Cabo Rojo,PR,2021-10-28 19:26:49,18.0866,-67.1457,88.25,67,0,5.01
484,Olinda,BR,2021-10-28 19:26:49,-8.0089,-34.8553,82.13,65,75,14.97
485,Tabuk,PH,2021-10-28 19:26:50,17.4189,121.4443,70.63,89,38,2.86
486,Coahuayana,MX,2021-10-28 19:26:50,18.7333,-103.6833,89.08,56,12,5.1
487,Harper,LR,2021-10-28 19:26:51,4.375,-7.7169,78.53,84,96,6.73
488,Tuljapur,IN,2021-10-28 19:26:51,18.0,76.0833,67.77,66,41,11.48
489,Storm Lake,US,2021-10-28 19:26:51,42.6411,-95.2097,51.49,83,100,18.88
490,Atherton,GB,2021-10-28 19:26:52,53.5237,-2.4935,57.9,92,100,4.0
491,Ahtopol,BG,2021-10-28 19:26:52,42.1,27.95,46.87,76,22,7.63
492,Kaberamaido,UG,2021-10-28 19:26:53,1.7389,33.1594,73.06,71,98,2.37
493,Nampula,MZ,2021-10-28 19:26:53,-15.1165,39.2666,71.55,68,0,18.41
494,Chelmno,PL,2021-10-28 19:26:54,53.3485,18.4251,49.44,78,20,7.27
495,Meulaboh,ID,2021-10-28 19:26:54,4.1363,96.1285,78.22,87,97,7.11
496,Turbat,PK,2021-10-28 19:26:54,26.0023,63.044,78.93,42,0,3.24
497,Chicama,PE,2021-10-28 19:26:55,-7.8447,-79.1469,63.14,61,20,10.6
498,Vyazemskiy,RU,2021-10-28 19:26:55,47.5378,134.7525,34.43,81,0,5.26
499,Quesnel,CA,2021-10-28 19:26:56,52.9999,-122.5029,39.7,70,20,3.44
500,Luwuk,ID,2021-10-28 19:26:56,-0.9516,122.7875,78.08,82,55,1.74
501,Nagorsk,RU,2021-10-28 19:26:56,59.3172,50.8078,22.95,85,93,8.48
502,Iqaluit,CA,2021-10-28 19:25:26,63.7506,-68.5145,37.13,60,90,8.01
503,Port Shepstone,ZA,2021-10-28 19:26:57,-30.7414,30.455,68.07,81,100,27.78
504,Coelho Neto,BR,2021-10-28 19:26:57,-4.2567,-43.0128,96.01,32,90,5.08
505,Polovinnoye,RU,2021-10-28 19:27:58,54.7914,65.9864,35.53,67,66,16.06
506,Warri,NG,2021-10-28 19:27:58,5.5167,5.75,77.47,89,100,4.21
507,Sambava,MG,2021-10-28 19:27:59,-14.2667,50.1667,75.51,79,59,5.91
508,Biankouma,CI,2021-10-28 19:27:59,7.7391,-7.6138,70.95,94,28,2.21
509,Belaya Gora,RU,2021-10-28 19:28:00,68.5333,146.4167,0.55,94,100,2.15
510,Bezhanitsy,RU,2021-10-28 19:28:00,56.9767,29.8907,47.16,90,100,6.08
511,Zhigansk,RU,2021-10-28 19:25:27,66.7697,123.3711,18.18,91,100,13.0
512,Pochutla,MX,2021-10-28 19:28:01,15.7432,-96.4661,89.82,55,34,8.3
513,Maningrida,AU,2021-10-28 19:28:01,-12.0667,134.2667,79.79,79,82,3.06
514,Alta Floresta,BR,2021-10-28 19:28:02,-9.8756,-56.0861,93.02,49,40,2.3
515,Bouza,NE,2021-10-28 19:28:03,14.4229,6.0428,89.31,12,100,5.68
516,Dothan,US,2021-10-28 19:27:30,31.2232,-85.3905,77.18,54,75,1.99
517,Lindi,TZ,2021-10-28 19:28:03,-10.0,39.7167,75.4,76,0,3.69
518,Guia De Isora,ES,2021-10-28 19:28:04,28.2115,-16.7795,67.12,64,20,4.32
519,Demyansk,RU,2021-10-28 19:28:04,57.643,32.466,42.19,87,100,4.74
520,Miri,MY,2021-10-28 19:28:05,4.4148,114.0089,75.34,94,40,2.3
521,Loding,NO,2021-10-28 19:28:05,67.3,14.75,46.65,76,75,4.0
522,San Carlos De Bariloche,AR,2021-10-28 19:28:06,-41.1456,-71.3082,74.95,9,0,18.41
523,Yulara,AU,2021-10-28 19:28:06,-25.2406,130.9889,66.04,24,69,9.22
524,El Alto,PE,2021-10-28 19:28:07,-4.2714,-81.2147,71.26,68,14,18.12
525,Cayenne,GF,2021-10-28 19:28:08,4.9333,-52.3333,87.84,75,100,4.0
526,Alekseyevka,RU,2021-10-28 19:28:08,50.6309,38.6903,45.34,93,68,9.24
527,Abatskoye,RU,2021-10-28 19:28:08,56.2875,70.4555,35.38,64,72,16.46
528,Lakatoro,VU,2021-10-28 19:28:09,-16.0999,167.4164,79.2,81,0,6.58
529,Senador Jose Porfirio,BR,2021-10-28 19:28:10,-2.5908,-51.9542,85.01,64,100,1.54
530,Praya,CV,2021-10-28 19:28:10,14.9215,-23.5087,75.74,94,75,9.22
531,Taltal,CL,2021-10-28 19:28:11,-25.4,-70.4833,67.5,60,22,5.99
532,Kidal,ML,2021-10-28 19:28:11,18.4411,1.4078,90.37,13,24,7.0
533,Pokhara,NP,2021-10-28 19:28:11,28.2333,83.9833,60.76,70,2,5.5
534,Pennagaram,IN,2021-10-28 19:28:12,12.1333,77.9,71.33,76,100,3.62
535,Gigmoto,PH,2021-10-28 19:28:12,13.7796,124.39,79.27,86,62,12.08
536,Donskoye,RU,2021-10-28 19:28:13,45.4552,41.9741,44.62,63,100,6.76
537,Chinhoyi,ZW,2021-10-28 19:28:13,-17.3667,30.2,75.74,42,100,8.23
538,Cherkasskoye,RU,2021-10-28 19:28:14,52.4333,47.2167,41.13,83,99,8.88
539,Whitehorse,CA,2021-10-28 19:26:50,60.7161,-135.0538,36.37,55,40,8.01
540,Seymchan,RU,2021-10-28 19:23:30,62.8833,152.4333,3.83,91,42,3.65
541,Tessalit,ML,2021-10-28 19:28:15,20.1986,1.0114,88.23,15,100,10.58
542,Grand Gaube,MU,2021-10-28 19:28:15,-20.0064,57.6608,75.38,72,17,7.0
543,Kapoeta,SS,2021-10-28 19:25:20,4.7717,33.5903,85.5,36,25,8.14
544,Riyadh,SA,2021-10-28 19:25:04,24.6877,46.7219,82.54,15,96,8.1
545,Kutum,SD,2021-10-28 19:29:16,14.2,24.6667,77.05,14,13,14.63
546,Noumea,NC,2021-10-28 19:25:55,-22.2763,166.4572,66.18,78,0,8.14
547,Webuye,KE,2021-10-28 19:29:16,0.6075,34.7697,63.9,81,97,3.06
548,Rosario,AR,2021-10-28 19:26:07,-32.9468,-60.6393,97.95,18,0,3.0
549,Atambua,ID,2021-10-28 19:29:17,-9.1061,124.8925,76.51,85,100,1.88
550,Dudinka,RU,2021-10-28 19:29:17,69.4058,86.1778,-3.59,94,100,8.41
551,Chabahar,IR,2021-10-28 19:29:18,25.2919,60.643,78.78,63,0,6.35
552,Mato Verde,BR,2021-10-28 19:29:18,-15.3972,-42.8664,85.12,42,8,12.28
553,Chumikan,RU,2021-10-28 19:29:19,54.7183,135.315,36.52,73,97,18.25
554,Pauini,BR,2021-10-28 19:29:19,-7.7136,-66.9764,87.66,57,98,2.06
555,Alacranes,CU,2021-10-28 19:29:19,22.7675,-81.5675,86.49,74,100,12.57
556,Mitsamiouli,KM,2021-10-28 19:29:20,-11.3847,43.2844,79.77,76,8,6.49
557,Chifeng,CN,2021-10-28 19:29:20,42.2683,118.9636,46.72,45,92,4.97
558,Conakry,GN,2021-10-28 19:29:20,9.538,-13.6773,80.67,89,75,4.61
559,Ondjiva,AO,2021-10-28 19:29:21,-17.0667,15.7333,73.24,53,4,8.9
560,Kaseda,JP,2021-10-28 19:29:21,31.4167,130.3167,55.85,73,0,6.06
561,Pascagoula,US,2021-10-28 19:29:22,30.3658,-88.5561,76.05,45,1,12.66
562,Hobyo,SO,2021-10-28 19:25:38,5.3505,48.5268,80.29,77,2,8.28
563,Bolshoye Nagatkino,RU,2021-10-28 19:29:22,54.5196,47.9679,41.97,91,100,9.98
