City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
284,Aswan,EG,24.0934,32.907,103.3,15,0,6.91,clear sky
285,Manbij,SY,36.5281,37.9549,66.97,49,100,4.43,overcast clouds
286,Kyotera,UG,-0.6156,31.5175,77.5,56,98,6.49,overcast clouds
287,Kopavogur,IS,64.1123,-21.913,37.85,65,20,26.46,few clouds
288,Caravelas,BR,-17.7125,-39.2481,80.87,68,77,8.46,broken clouds
289,Vostok,RU,46.4856,135.8833,28.69,94,84,0.43,broken clouds
290,Bilma,NE,18.6853,12.9164,95.49,12,2,9.35,clear sky
291,Fort Nelson,CA,58.8053,-122.7002,20.79,68,20,5.75,few clouds
292,Novyy Urengoy,RU,66.0833,76.6333,2.25,95,93,12.33,overcast clouds
293,Langsa,ID,4.4683,97.9683,73.85,97,87,2.53,light rain
294,Hranice,CZ,49.548,17.7347,60.89,56,13,8.32,few clouds
295,Yulara,AU,-25.2406,130.9889,67.84,73,1,8.05,clear sky
296,Guarapari,BR,-20.6667,-40.4975,76.89,84,100,10.96,overcast clouds
297,Whyalla,AU,-33.0333,137.5833,60.69,59,100,6.91,overcast clouds
298,Lompoc,US,34.6391,-120.4579,59.13,90,90,14.0,overcast clouds
299,Nanortalik,GL,60.1432,-45.2371,34.25,73,30,14.25,scattered clouds
300,Kahului,US,20.8947,-156.47,71.83,76,1,5.75,clear sky
301,Riyadh,SA,24.6877,46.7219,86.14,19,0,7.18,clear sky
302,Mazagao,BR,-0.115,-51.2894,93.25,58,36,5.37,scattered clouds
303,Ahipara,NZ,-35.1667,173.1667,55.74,80,95,11.03,overcast clouds
304,Maceio,BR,-9.6658,-35.7353,87.24,62,75,14.97,broken clouds
305,Kavaratti,IN,10.5669,72.642,82.78,75,100,4.76,overcast clouds
306,Rurrenabaque,BO,-14.4413,-67.5278,97.79,33,46,3.96,scattered clouds
307,Ramgarh,IN,23.6333,85.5167,73.45,62,1,4.56,clear sky
308,Zhireken,RU,52.8249,117.3076,24.06,48,70,2.95,broken clouds
309,Maryville,US,35.7565,-83.9705,56.12,93,90,3.0,overcast clouds
310,Kaspiyskiy,RU,45.3929,47.3707,51.78,86,62,14.27,broken clouds
311,Denpasar,ID,-8.65,115.2167,82.06,88,75,8.05,thunderstorm
312,Chengde,CN,40.9725,117.9361,44.49,67,86,1.79,overcast clouds
313,Lorengau,PG,-2.0226,147.2712,80.64,83,97,7.65,heavy intensity rain
314,Kalianget,ID,-7.05,113.9333,83.52,72,56,5.17,light rain
315,Fortuna,US,40.5982,-124.1573,55.42,75,75,1.99,broken clouds
316,Poum,NC,-20.2333,164.0167,74.64,68,0,15.28,clear sky
317,Poronaysk,RU,49.2167,143.1167,25.48,75,7,10.07,clear sky
318,Abu Samrah,SY,35.3029,37.1841,70.92,46,100,7.49,overcast clouds
319,Lima,PE,-12.0432,-77.0282,63.14,19,90,1.99,overcast clouds
320,Taloqan,AF,36.7361,69.5345,56.64,38,100,2.55,overcast clouds
321,Vila Franca Do Campo,PT,37.7167,-25.4333,75.2,89,100,15.43,overcast clouds
322,Lebu,CL,-37.6167,-73.65,60.26,72,100,6.67,overcast clouds
323,College,US,64.8569,-147.8028,47.86,42,75,10.36,broken clouds
324,Haines Junction,CA,60.7522,-137.5108,33.75,64,100,6.91,overcast clouds
325,Khasan,RU,42.4308,130.6434,50.95,58,96,6.24,overcast clouds
326,Makakilo City,US,21.3469,-158.0858,70.29,82,1,3.44,clear sky
327,Peabiru,BR,-23.9128,-52.3431,73.62,72,83,8.39,broken clouds
328,Manali,IN,13.1667,80.2667,80.69,86,100,9.04,moderate rain
329,Vesoul,FR,47.5833,5.8333,68.81,74,100,14.54,overcast clouds
330,Tikrit,IQ,34.6071,43.6782,80.2,31,91,1.61,overcast clouds
331,Aconibe,GQ,1.2968,10.9369,74.68,93,99,1.66,moderate rain
332,Mecca,SA,21.4267,39.8261,86.25,45,0,10.92,clear sky
333,Doha,QA,25.2867,51.5333,89.91,60,0,11.5,clear sky
334,Dingle,PH,10.9995,122.6711,75.94,86,91,7.29,overcast clouds
335,Olhao,PT,37.0286,-7.8411,71.49,94,75,13.8,broken clouds
336,Hurghada,EG,27.2574,33.8129,86.04,48,40,5.75,scattered clouds
337,Hofn,IS,64.2539,-15.2082,41.02,60,75,33.38,broken clouds
338,Rio Grande,BR,-32.035,-52.0986,78.94,76,67,14.47,broken clouds
339,Balgazyn,RU,51.0,95.2,34.16,51,58,3.69,broken clouds
340,Fare,PF,-16.7,-151.0167,77.95,72,83,15.48,light rain
341,Peddapuram,IN,17.0833,82.1333,82.49,89,62,5.55,broken clouds
